MAT1630,$14843 CLAS/M-J:1 AYU/M:6 LAB/J:2,$14863 CLAS/M-J:1 AYU/M:6 LAB/J:2,$14848 CLAS/L-W:2 AYU/M:6 LAB/J:2,$14868 CLAS/L-W:2 AYU/M:6 LAB/J:2,$14841 CLAS/L-W:2 AYU/M:4 LAB/J:4,$20961 CLAS/L-W:2 AYU/M:6 LAB/V:4,$20962 CLAS/L-W:1 AYU/M:4 LAB/J:4,$20963 CLAS/L-W:1 AYU/M:4 LAB/V:4,$20964 CLAS/L-W:1 AYU/M:6 LAB/V:4,$20960 CLAS/L-W:1 AYU/M:6 LAB/V:4
MAT1640,$14883 LAB/L:4 CLAS/M-J:3 AYU/W:4,$14959 LAB/L:3 AYU/L:6 CLAS/M-J:3,$14888 LAB/L:3 CLAS/M:3 CLAS/J:3 AYU/J:6,$14851 CLAS/M-J:3 LAB/W:4 AYU/W:6,$14958 LAB/L:4 CLAS/M-J:3 AYU/W:4
OFG,%FIL2005 $ ,%FIL2005 $ ,%VET161G $ 

