MAT1620,$14182 CLAS/L-W-V:4 AYU/M:6 LAB/J:2,$14178 CLAS/L-W-V:4 AYU/M:6 LAB/J:2,$14174 CLAS/L-W-V:4 AYU/L:6 LAB/J:3,$14163 CLAS/L-W-V:4 AYU/L:6 LAB/J:3,$14170 CLAS/L-W-V:3 AYU/M:6 LAB/J:2,$14166 CLAS/L-W-V:3 AYU/M:6 LAB/J:2,$11704 CLAS/L-W-V:3 AYU/L:6 LAB/J:3,$11684 CLAS/L-W-V:3 AYU/L:6 LAB/J:3,$14159 CLAS/L:2 AYU/M:6 CLAS/W:2 LAB/J:2 CLAS/V:2,$14185 CLAS/L:2 AYU/M:6 CLAS/W:2 LAB/J:2 CLAS/V:2,$14195 CLAS/L-W:2 LAB/M:6 CLAS/V:5 AYU/V:6,$14191 CLAS/L-W:2 LAB/M:6 CLAS/V:5 AYU/V:6,$20828 CLAS/L-W-V:4 AYU/M:4 LAB/J:3,$20829 CLAS/L-W-V:4 AYU/M:4 LAB/J:3,$20832 CLAS/L-W-V:5 LAB/M:6 AYU/V:6,$20833 CLAS/L-W-V:5 LAB/M:6 AYU/V:6,$24332 CLAS/L-W-V:5 LAB/M:6 AYU/V:6,$24333 CLAS/L-W-V:5 LAB/M:6 AYU/V:6
FIS0154,$22872 LAB/M:5 ,$28407 LAB/W:5 ,$28408 LAB/J:5 ,$28409 LAB/V:5 ,$28410 LAB/M:4 ,$28411 LAB/J:4 ,$28412 LAB/L:6 ,$28414 LAB/M:6 ,$28415 LAB/W:6 ,$28417 LAB/M:2 ,$28419 LAB/J:2 ,$28421 LAB/L:4 ,$28423 LAB/W:4 ,$28779 LAB/L:1 ,$28780 LAB/V:4 ,$28781 LAB/W:1 
FIS1514,$22581 CLAS/L-W:2 AYU/J:6 TAL/V:2,$22584 CLAS/L-W:2 AYU/J:6 TAL/V:2,$22588 CLAS/L-W:3 AYU/J:6 TAL/V:3,$22590 CLAS/L-W:3 AYU/J:6 TAL/V:3,$22591 CLAS/L-W:4 AYU/J:6 TAL/V:4,$22592 CLAS/L-W:4 AYU/J:6 TAL/V:4,$22594 CLAS/L-W:4 AYU/L:5 TAL/V:4,$22596 CLAS/L-W:4 AYU/L:5 TAL/V:4,$22606 CLAS/L-W:3 AYU/L:5 TAL/V:3,$22607 CLAS/L-W:3 AYU/L:5 TAL/V:3,$25188 CLAS/L-W:2 AYU/J:6 TAL/V:2,$25189 CLAS/L-W:2 AYU/J:6 TAL/V:2,$26893 CLAS/L-W:2 AYU/J:6 TAL/V:2,$26894 CLAS/L-W:2 AYU/J:6 TAL/V:2
IIC1103,$12250 LAB/L:5-6 CLAS/M-J:1,$12285 LAB/L:5-6 CLAS/M-J:1,$12303 CLAS/M-J:1 LAB/W:5-6,$12273 CLAS/M-J:1 LAB/M:5-6,$12259 CLAS/M-J:1 LAB/W:5-6,$12239 CLAS/M-J:2 LAB/J:5-6,$12227 CLAS/M-J:2 LAB/J:5-6,$25950 CLAS/M-J:2 LAB/V:5-6,$25954 CLAS/M-J:2 LAB/V:5-6,$28729 CLAS/M-J:2 LAB/J:5-6
BIO141C,$11349 CLAS/W:5-6 TAL/V:5-6,$13297 CLAS/W:5-6 TAL/V:5-6,$13298 CLAS/W:5-6 TAL/V:5-6,$13299 CLAS/L:5-6 TAL/M:5-6,$30077 CLAS/M-J:3 TAL/V:5-6,$17189 CLAS/M-J:3 TAL/V:5-6,$17190 CLAS/M-J:3 TAL/V:5-6,$24886 CLAS/L-W:5 TAL/V:5-6,$24887 CLAS/L-W:5 TAL/V:5-6,$11339 CLAS/L-W:5 TAL/V:5-6,$17156 CLAS/L:1-2 TAL/V:1-2,$28670 CLAS/L:1-2 TAL/V:1-2,$28671 CLAS/L:1-2 TAL/V:1-2,$30440 CLAS/L-W:5 TAL/V:5-6,$30441 CLAS/L-W:5 TAL/V:5-6
TTF209,$31230 CLAS/M-J:3
